FIPS,State,County,REDEMP_SNAPS08,REDEMP_SNAPS12,PCH_REDEMP_SNAPS_08_12,PCT_SNAP09,PCT_SNAP14,PCH_SNAP_09_14,PC_SNAPBEN08,PC_SNAPBEN10,PCH_PC_SNAPBEN_08_10,SNAP_PART_RATE08,SNAP_PART_RATE10,SNAP_OAPP00,SNAP_OAPP05,SNAP_OAPP10,SNAP_FACEWAIVER00,SNAP_FACEWAIVER05,SNAP_FACEWAIVER10,SNAP_VEHEXCL00,SNAP_VEHEXCL05,SNAP_VEHEXCL10,SNAP_BBCE00,SNAP_BBCE05,SNAP_BBCE10,SNAP_REPORTSIMPLE00,SNAP_REPORTSIMPLE05,SNAP_REPORTSIMPLE10,PCT_NSLP09,PCT_NSLP14,PCH_NSLP_09_14,PCT_FREE_LUNCH06,PCT_FREE_LUNCH10,PCT_REDUCED_LUNCH06,PCT_REDUCED_LUNCH10,PCT_SBP09,PCT_SBP14,PCH_SBP_09_14,PCT_SFSP09,PCT_SFSP14,PCH_SFSP_09_14,PC_WIC_REDEMP08,PCT_WIC09,PCT_WIC14,PCH_WIC_09_14,PCT_CACFP09,PCT_CACFP14,PCH_CACFP_09_14,FDPIR12
13035,GA,Butts,309192.9631,228652.4466,-26.04862533,13.0842445,17.98327375,4.899029248,15.65352908,27.68253947,76.84535756,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,39.7,55.4477405,10.8,7.208206266,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,19.54018,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13037,GA,Calhoun,81180.07259,150123.1757,84.9261412,13.0842445,17.98327375,4.899029248,20.83155887,33.4173406,60.41689827,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,76.5,73.6,11.3,8.114285714,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,12.10238,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13039,GA,Camden,190525.6887,271018.7334,42.24786968,13.0842445,17.98327375,4.899029248,10.95062606,19.07303982,74.17305381,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,28.9,37.03507471,11.4,9.134258769,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,31.00275,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13043,GA,Candler,161921.4363,217279.037,34.18793823,13.0842445,17.98327375,4.899029248,20.94753854,33.25199915,58.73941036,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,56.5,64.96598639,9.5,6.997084548,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,18.00961,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13045,GA,Carroll,306209.7885,293428.3561,-4.174077011,13.0842445,17.98327375,4.899029248,15.85662722,26.55260537,67.45430785,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,42.2,56.008539,9.9,7.27897532,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,21.41529,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13047,GA,Catoosa,312300.3512,316594.6456,1.375052702,13.0842445,17.98327375,4.899029248,11.00510574,21.5725111,96.02275177,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,32.7,40.48727074,8.6,8.376676704,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,22.1979,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13049,GA,Charlton,89757.51699,146935.3711,63.70258002,13.0842445,17.98327375,4.899029248,17.56244656,33.11603612,88.56163353,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,50.9,62.10098665,11.7,9.460243761,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,13.5489,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13051,GA,Chatham,290387.3156,388410.2068,33.75591356,13.0842445,17.98327375,4.899029248,12.85184469,21.01361879,63.50663503,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,51,55.0219827,9.1,6.016167919,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,23.93589,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13053,GA,Chattahoochee,277183.2799,1253320.965,78.53200056,13.0842445,17.98327375,4.899029248,7.821561163,11.85281335,51.54025008,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,51.4,51.21693122,14.6,16.61375661,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,15.8721,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13055,GA,Chattooga,300169.2995,247373.8685,-17.58855123,13.0842445,17.98327375,4.899029248,17.04248869,28.69338345,68.363811,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,44.1,55.02645503,11.3,8.633958634,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,28.12121,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13057,GA,Cherokee,181170.2797,306174.6451,68.99827373,13.0842445,17.98327375,4.899029248,3.296605196,8.999573348,172.9951818,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,16.8,25.41795666,6.1,4.628482972,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,15.57914,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13059,GA,Clarke,289058.7215,340570.433,17.82050069,13.0842445,17.98327375,4.899029248,12.76857775,21.74925138,70.33417357,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,61.1,74.23813758,8.6,4.777301754,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,18.73758,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13061,GA,Clay,241101.9723,148168.101,39.93320375,13.0842445,17.98327375,4.899029248,37.31010065,50.86203865,36.32243751,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,83,82.0754717,10.8,10.37735849,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,19.8712,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13063,GA,Clayton,339472.8262,543992.2528,60.2461849,13.0842445,17.98327375,4.899029248,17.71049581,34.62526298,95.50702218,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,62.3,74.40416147,11.9,7.654423545,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,36.95778,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13065,GA,Clinch,193182.2819,258275.0557,33.695002,13.0842445,17.98327375,4.899029248,21.97299222,35.81132487,62.9788265,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,53.5,62.40981241,12,9.74025974,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,19.9213,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13067,GA,Cobb,241963.6457,336707.4954,39.15623333,13.0842445,17.98327375,4.899029248,5.732284553,12.5924875,119.6765945,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,30,38.86447744,6.5,5.759080627,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,18.23644,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13069,GA,Coffee,165906.4067,274335.6407,65.3556642,13.0842445,17.98327375,4.899029248,20.53810014,34.78059855,69.3467181,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,58.3,67.21311475,10.8,7.799692623,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,49.42828,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13071,GA,Colquitt,233815.1598,395855.9127,69.30292845,13.0842445,17.98327375,4.899029248,19.95037531,35.08063852,75.83949162,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,56.6,66.14105195,8.9,6.598984772,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,41.53279,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13073,GA,Columbia,290594.4739,385973.0469,32.8218812,13.0842445,17.98327375,4.899029248,5.327881161,9.292303194,74.40898011,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,16.9,25.36885591,6.9,6.694207908,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,15.22971,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13075,GA,Cook,174894.8952,223555.6507,27.82285639,13.0842445,17.98327375,4.899029248,21.15755033,34.61829242,63.62145839,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,50.3,61.492891,9.9,7.40521327,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,38.91659,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13077,GA,Coweta,268625.8851,324643.0388,20.8532226,13.0842445,17.98327375,4.899029248,9.515332505,17.97836039,88.94095801,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,26.4,36.46942058,7.1,8.080358671,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,14.16469,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13079,GA,Crawford,143701.352,119829.9154,-16.61183858,13.0842445,17.98327375,4.899029248,15.7868677,27.73199006,75.66492979,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,53.3,69.27582535,13,9.318423855,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,24.976,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13081,GA,Crisp,291396.3062,423064.6457,45.1853152,13.0842445,17.98327375,4.899029248,29.59900002,39.83722521,34.58976717,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,65.3,71.86924494,6.7,4.212707182,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,56.02681,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13083,GA,Dade,96452.28784,120934.2078,25.38241494,13.0842445,17.98327375,4.899029248,8.331716474,17.97226374,115.7090174,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,30.1,43.5237329,13.3,10.5390185,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,18.57174,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13085,GA,Dawson,260441.4605,319007.6862,22.48728971,13.0842445,17.98327375,4.899029248,8.626074476,17.17753115,99.13497382,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,22.5,37.09122203,8.5,8.032128514,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,27.13418,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13087,GA,Decatur,243990.8472,381491.867,56.35499091,13.0842445,17.98327375,4.899029248,24.78873174,37.97673801,53.20161758,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,58.1,66.14917916,8.5,6.334760885,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,34.37149,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13089,GA,DeKalb,353102.9967,512230.0056,45.06532382,13.0842445,17.98327375,4.899029248,12.58009689,23.57364193,87.38839723,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,55.7,62.25683137,8.1,6.039926377,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,27.16394,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13091,GA,Dodge,243738.4155,328701.6938,34.85838623,13.0842445,17.98327375,4.899029248,20.47036238,29.80320942,45.59199715,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,52.6,59.42906574,11.7,8.131487889,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,36.46089,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13093,GA,Dooly,93640.77711,153230.1721,63.63616027,13.0842445,17.98327375,4.899029248,23.04212688,26.37862319,14.47998408,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,76.1,74.6703678,8.8,10.82581541,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,32.83364,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13095,GA,Dougherty,366540.0799,530716.7964,44.7909316,13.0842445,17.98327375,4.899029248,29.90802109,44.16495284,47.66925804,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,66.9,75.37862125,8.6,5.800289072,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,36.56569,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13097,GA,Douglas,548467.9981,520803.8571,-5.043893369,13.0842445,17.98327375,4.899029248,12.36935985,22.17768505,79.29533393,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,37.1,50.72151539,10.4,7.727328157,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,28.7333,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13099,GA,Early,214903.0287,318713.1843,48.30558054,13.0842445,17.98327375,4.899029248,32.5899563,45.84167923,40.66198437,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,63.6,68.58369099,8.4,7.253218884,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,45.23628,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13101,GA,Echols,371879.1357,64524.72,780352.8865,13.0842445,17.98327375,4.899029248,13.25397575,38.12432019,46.17754567,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,51,64.17721519,10.1,6.329113924,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,33.0041,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13103,GA,Effingham,176307.7221,231254.5496,31.16529833,13.0842445,17.98327375,4.899029248,8.369723991,15.69537099,87.52555046,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,22.2,32.89188955,8.3,8.214316628,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,13.4152,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13105,GA,Elbert,175271.1499,250276.1544,42.79369684,13.0842445,17.98327375,4.899029248,16.74662659,28.54791656,70.46965492,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,48.3,61.2304975,11.2,8.213129232,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,26.36282,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13107,GA,Emanuel,178928.394,303015.64,69.35022623,13.0842445,17.98327375,4.899029248,21.63837732,34.55404994,59.68873,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,61.3,69.79955457,10,6.636971047,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,43.89801,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13109,GA,Evans,148023.2323,176583.6953,19.29458143,13.0842445,17.98327375,4.899029248,19.19817111,32.7207601,70.43686047,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,56.8,42.16789387,11,8.696202501,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,37.9126,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13111,GA,Fannin,306071.8156,315100.7219,2.949930656,13.0842445,17.98327375,4.899029248,11.04291222,21.61473693,95.73402831,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,33.9,49.95080354,13,10.06887504,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,19.59297,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13113,GA,Fayette,276665.3984,393328.147,42.16745181,13.0842445,17.98327375,4.899029248,3.643839096,8.577977845,135.4104454,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,10.3,18.78819216,4,3.619441572,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,10.12187,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13115,GA,Floyd,210398.9422,277881.7804,32.07375352,13.0842445,17.98327375,4.899029248,14.17697389,24.451052,72.47017727,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,43.5,55.3076403,9.9,7.88616387,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,29.65995,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
13117,GA,Forsyth,105328.1195,156335.5993,48.42721961,13.0842445,17.98327375,4.899029248,2.209682995,6.164483773,178.9759339,62,81,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,13.13427904,12.24333202,-0.890947019,10.6,16.11080178,3.8,2.792316258,5.744377651,6.206548713,0.462171061,0.696434332,0.970998014,0.274563682,8.455431,5.078871539,2.688011589,-2.39085995,1.424865129,1.319948723,-0.104916406,0
